OBJECTID,MUID,SEQN,SNAM,S5ID,CMPPCT,NLAYERS,HYDGRP,SOL_ZMX,ANION_EXCL,SOL_CRK,TEXTURE,SOL_Z1,SOL_BD1,SOL_AWC1,SOL_K1,SOL_CBN1,CLAY1,SILT1,SAND1,ROCK1,SOL_ALB1,USLE_K1,SOL_EC1,SOL_CAL1,SOL_PH1,SOL_Z2,SOL_BD2,SOL_AWC2,SOL_K2,SOL_CBN2,CLAY2,SILT2,SAND2,ROCK2,SOL_ALB2,USLE_K2,SOL_EC2,SOL_CAL2,SOL_PH2,SOL_Z3,SOL_BD3,SOL_AWC3,SOL_K3,SOL_CBN3,CLAY3,SILT3,SAND3,ROCK3,SOL_ALB3,USLE_K3,SOL_EC3,SOL_CAL3,SOL_PH3,SOL_Z4,SOL_BD4,SOL_AWC4,SOL_K4,SOL_CBN4,CLAY4,SILT4,SAND4,ROCK4,SOL_ALB4,USLE_K4,SOL_EC4,SOL_CAL4,SOL_PH4,SOL_Z5,SOL_BD5,SOL_AWC5,SOL_K5,SOL_CBN5,CLAY5,SILT5,SAND5,ROCK5,SOL_ALB5,USLE_K5,SOL_EC5,SOL_CAL5,SOL_PH5,SOL_Z6,SOL_BD6,SOL_AWC6,SOL_K6,SOL_CBN6,CLAY6,SILT6,SAND6,ROCK6,SOL_ALB6,USLE_K6,SOL_EC6,SOL_CAL6,SOL_PH6,SOL_Z7,SOL_BD7,SOL_AWC7,SOL_K7,SOL_CBN7,CLAY7,SILT7,SAND7,ROCK7,SOL_ALB7,USLE_K7,SOL_EC7,SOL_CAL7,SOL_PH7,SOL_Z8,SOL_BD8,SOL_AWC8,SOL_K8,SOL_CBN8,CLAY8,SILT8,SAND8,ROCK8,SOL_ALB8,USLE_K8,SOL_EC8,SOL_CAL8,SOL_PH8,SOL_Z9,SOL_BD9,SOL_AWC9,SOL_K9,SOL_CBN9,CLAY9,SILT9,SAND9,ROCK9,SOL_ALB9,USLE_K9,SOL_EC9,SOL_CAL9,SOL_PH9,SOL_Z10,SOL_BD10,SOL_AWC10,SOL_K10,SOL_CBN10,CLAY10,SILT10,SAND10,ROCK10,SOL_ALB10,USLE_K10,SOL_EC10,SOL_CAL10,SOL_PH10
388,,1,s388,,1,3,A,1500,0.5,0.5,,250,1.47581034580998,0.161241242845656,15.0115978533906,0.831395348837209,2.65357142857143,10.0364285714286,87.31,0,0.170617354977263,0.118936537729431,0,0,0,750,1.54031805830878,0.108837706904181,20.9981055343608,0.412790697674419,1.1505,3.457,95.3925,0,0.193034700666312,0.0916486947954216,0,0,0,1500,1.72489846827893,0.141313162797498,6.90430502949343,0.0755813953488372,12.06640625,25.393125,62.54046875,0,0.168416118774349,0.255589385973224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,,1,s389,,1,3,B,1500,0.5,0.5,,250,1.47581034580998,0.161241242845656,15.0115978533906,0.831395348837209,2.65357142857143,10.0364285714286,87.31,0,0.170617354977263,0.118936537729431,0,0,0,750,1.54031805830878,0.108837706904181,20.9981055343608,0.412790697674419,1.1505,3.457,95.3925,0,0.193034700666312,0.0916486947954216,0,0,0,1500,1.72489846827893,0.141313162797498,6.90430502949343,0.0755813953488372,12.06640625,25.393125,62.54046875,0,0.168416118774349,0.255589385973224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,,1,s390,,1,3,D,1500,0.5,0.5,,250,1.41441661372895,0.145326616471172,8.29038350895909,1.25581395348837,2.65357142857143,10.0364285714286,87.31,0,0.171578961542257,0.107598811371973,0,0,0,750,1.51091483304338,0.170050610057841,15.2054775632071,0.627906976744186,2.65357142857143,10.0364285714286,87.31,0,0.169538095754399,0.122097471893033,0,0,0,1500,1.74032933209784,0.135248615950394,6.30821366270376,0.116279069767442,18.2267857142857,29.4485714285714,52.3246428571429,0,0.161438205012768,0.273314004561806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,,1,s391,,1,3,C,1500,0.5,0.5,,250,1.41441661372895,0.145326616471172,8.29038350895909,1.25581395348837,2.65357142857143,10.0364285714286,87.31,0,0.171578961542257,0.107598811371973,0,0,0,750,1.51091483304338,0.170050610057841,15.2054775632071,0.627906976744186,2.65357142857143,10.0364285714286,87.31,0,0.169538095754399,0.122097471893033,0,0,0,1500,1.74032933209784,0.135248615950394,6.30821366270376,0.116279069767442,18.2267857142857,29.4485714285714,52.3246428571429,0,0.161438205012768,0.273314004561806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,,1,s392,,1,3,C,1500,0.5,0.5,,250,1.41441661372895,0.145326616471172,8.29038350895909,1.25581395348837,2.65357142857143,10.0364285714286,87.31,0,0.171578961542257,0.107598811371973,0,0,0,750,1.51091483304338,0.170050610057841,15.2054775632071,0.627906976744186,2.65357142857143,10.0364285714286,87.31,0,0.169538095754399,0.122097471893033,0,0,0,1500,1.74032933209784,0.135248615950394,6.30821366270376,0.116279069767442,18.2267857142857,29.4485714285714,52.3246428571429,0,0.161438205012768,0.273314004561806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,,1,s393,,1,3,A,1500,0.5,0.5,,250,1.41441661372895,0.145326616471172,8.29038350895909,1.25581395348837,2.65357142857143,10.0364285714286,87.31,0,0.171578961542257,0.107598811371973,0,0,0,750,1.51091483304338,0.170050610057841,15.2054775632071,0.627906976744186,2.65357142857143,10.0364285714286,87.31,0,0.169538095754399,0.122097471893033,0,0,0,1500,1.74032933209784,0.135248615950394,6.30821366270376,0.116279069767442,18.2267857142857,29.4485714285714,52.3246428571429,0,0.161438205012768,0.273314004561806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,,1,s394,,1,3,C,1500,0.5,0.5,,250,1.41441661372895,0.145326616471172,8.29038350895909,1.25581395348837,2.65357142857143,10.0364285714286,87.31,0,0.171578961542257,0.107598811371973,0,0,0,750,1.51091483304338,0.170050610057841,15.2054775632071,0.627906976744186,2.65357142857143,10.0364285714286,87.31,0,0.169538095754399,0.122097471893033,0,0,0,1500,1.74032933209784,0.135248615950394,6.30821366270376,0.116279069767442,18.2267857142857,29.4485714285714,52.3246428571429,0,0.161438205012768,0.273314004561806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,,1,s395,,1,3,D,1500,0.5,0.5,,250,1.47581034580998,0.161241242845656,15.0115978533906,0.831395348837209,2.65357142857143,10.0364285714286,87.31,0,0.170617354977263,0.118936537729431,0,0,0,750,1.55441284402307,0.155943865595504,14.4262940018536,0.412790697674419,2.65357142857143,10.0364285714286,87.31,0,0.176464326063052,0.123836796205233,0,0,0,1500,1.75975581202893,0.124778651309835,4.39697867330131,0.0755813953488372,18.2267857142857,29.4485714285714,52.3246428571429,0,0.164054493218344,0.27342832031551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,,1,s396,,1,3,D,1500,0.5,0.5,,250,1.47581034580998,0.161241242845656,15.0115978533906,0.831395348837209,2.65357142857143,10.0364285714286,87.31,0,0.170617354977263,0.118936537729431,0,0,0,750,1.55441284402307,0.155943865595504,14.4262940018536,0.412790697674419,2.65357142857143,10.0364285714286,87.31,0,0.176464326063052,0.123836796205233,0,0,0,1500,1.75975581202893,0.124778651309835,4.39697867330131,0.0755813953488372,18.2267857142857,29.4485714285714,52.3246428571429,0,0.164054493218344,0.27342832031551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,,1,s397,,1,3,A,1500,0.5,0.5,,250,1.47581034580998,0.161241242845656,15.0115978533906,0.831395348837209,2.65357142857143,10.0364285714286,87.31,0,0.170617354977263,0.118936537729431,0,0,0,750,1.55441284402307,0.155943865595504,14.4262940018536,0.412790697674419,2.65357142857143,10.0364285714286,87.31,0,0.176464326063052,0.123836796205233,0,0,0,1500,1.75975581202893,0.124778651309835,4.39697867330131,0.0755813953488372,18.2267857142857,29.4485714285714,52.3246428571429,0,0.164054493218344,0.27342832031551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,,1,s398,,1,3,A,1500,0.5,0.5,,250,1.47581034580998,0.161241242845656,15.0115978533906,0.831395348837209,2.65357142857143,10.0364285714286,87.31,0,0.170617354977263,0.118936537729431,0,0,0,750,1.55441284402307,0.155943865595504,14.4262940018536,0.412790697674419,2.65357142857143,10.0364285714286,87.31,0,0.176464326063052,0.123836796205233,0,0,0,1500,1.75975581202893,0.124778651309835,4.39697867330131,0.0755813953488372,18.2267857142857,29.4485714285714,52.3246428571429,0,0.164054493218344,0.27342832031551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,,1,s399,,1,3,B,1500,0.5,0.5,,250,1.47581034580998,0.161241242845656,15.0115978533906,0.831395348837209,2.65357142857143,10.0364285714286,87.31,0,0.170617354977263,0.118936537729431,0,0,0,750,1.55441284402307,0.155943865595504,14.4262940018536,0.412790697674419,2.65357142857143,10.0364285714286,87.31,0,0.176464326063052,0.123836796205233,0,0,0,1500,1.75975581202893,0.124778651309835,4.39697867330131,0.0755813953488372,18.2267857142857,29.4485714285714,52.3246428571429,0,0.164054493218344,0.27342832031551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,,1,s400,,1,3,C,1500,0.5,0.5,,250,1.47581034580998,0.161241242845656,15.0115978533906,0.831395348837209,2.65357142857143,10.0364285714286,87.31,0,0.170617354977263,0.118936537729431,0,0,0,750,1.55441284402307,0.155943865595504,14.4262940018536,0.412790697674419,2.65357142857143,10.0364285714286,87.31,0,0.176464326063052,0.123836796205233,0,0,0,1500,1.75975581202893,0.124778651309835,4.39697867330131,0.0755813953488372,18.2267857142857,29.4485714285714,52.3246428571429,0,0.164054493218344,0.27342832031551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,,1,s401,,1,3,A,1500,0.5,0.5,,250,1.47581034580998,0.161241242845656,15.0115978533906,0.831395348837209,2.65357142857143,10.0364285714286,87.31,0,0.170617354977263,0.118936537729431,0,0,0,750,1.55441284402307,0.155943865595504,14.4262940018536,0.412790697674419,2.65357142857143,10.0364285714286,87.31,0,0.176464326063052,0.123836796205233,0,0,0,1500,1.75975581202893,0.124778651309835,4.39697867330131,0.0755813953488372,18.2267857142857,29.4485714285714,52.3246428571429,0,0.164054493218344,0.27342832031551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,,1,s402,,1,3,B,1500,0.5,0.5,,250,1.47581034580998,0.161241242845656,15.0115978533906,0.831395348837209,2.65357142857143,10.0364285714286,87.31,0,0.170617354977263,0.118936537729431,0,0,0,750,1.55441284402307,0.155943865595504,14.4262940018536,0.412790697674419,2.65357142857143,10.0364285714286,87.31,0,0.176464326063052,0.123836796205233,0,0,0,1500,1.75975581202893,0.124778651309835,4.39697867330131,0.0755813953488372,18.2267857142857,29.4485714285714,52.3246428571429,0,0.164054493218344,0.27342832031551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,,1,s403,,1,3,C,1500,0.5,0.5,,250,1.47581034580998,0.161241242845656,15.0115978533906,0.831395348837209,2.65357142857143,10.0364285714286,87.31,0,0.170617354977263,0.118936537729431,0,0,0,750,1.55441284402307,0.155943865595504,14.4262940018536,0.412790697674419,2.65357142857143,10.0364285714286,87.31,0,0.176464326063052,0.123836796205233,0,0,0,1500,1.75975581202893,0.124778651309835,4.39697867330131,0.0755813953488372,18.2267857142857,29.4485714285714,52.3246428571429,0,0.164054493218344,0.27342832031551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,,1,s404,,1,3,A,1500,0.5,0.5,,250,1.36809988898453,0.146235174126916,8.30311953961761,1.63372093023256,2.65357142857143,10.0364285714286,87.31,0,0.169294101447751,0.0989289036169313,0,0,0,750,1.47863719244163,0.168343910803973,12.7930805631204,0.813953488372093,2.65357142857143,10.0364285714286,87.31,0,0.169295763926958,0.119277297606948,0,0,0,1500,1.61490330166962,0.124012989688807,18.922902217256,0.151162790697674,1.1505,3.457,95.3925,0,0.194765909820837,0.0922727082548029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,,1,s405,,1,3,B,1500,0.5,0.5,,250,1.36809988898453,0.146235174126916,8.30311953961761,1.63372093023256,2.65357142857143,10.0364285714286,87.31,0,0.169294101447751,0.0989289036169313,0,0,0,750,1.47863719244163,0.168343910803973,12.7930805631204,0.813953488372093,2.65357142857143,10.0364285714286,87.31,0,0.169295763926958,0.119277297606948,0,0,0,1500,1.61490330166962,0.124012989688807,18.922902217256,0.151162790697674,1.1505,3.457,95.3925,0,0.194765909820837,0.0922727082548029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,,1,s406,,1,3,A,1500,0.5,0.5,,250,1.36809988898453,0.146235174126916,8.30311953961761,1.63372093023256,2.65357142857143,10.0364285714286,87.31,0,0.169294101447751,0.0989289036169313,0,0,0,750,1.47863719244163,0.168343910803973,12.7930805631204,0.813953488372093,2.65357142857143,10.0364285714286,87.31,0,0.169295763926958,0.119277297606948,0,0,0,1500,1.61490330166962,0.124012989688807,18.922902217256,0.151162790697674,1.1505,3.457,95.3925,0,0.194765909820837,0.0922727082548029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,,1,s407,,1,3,A,1500,0.5,0.5,,250,1.36809988898453,0.146235174126916,8.30311953961761,1.63372093023256,2.65357142857143,10.0364285714286,87.31,0,0.169294101447751,0.0989289036169313,0,0,0,750,1.47863719244163,0.168343910803973,12.7930805631204,0.813953488372093,2.65357142857143,10.0364285714286,87.31,0,0.169295763926958,0.119277297606948,0,0,0,1500,1.61490330166962,0.124012989688807,18.922902217256,0.151162790697674,1.1505,3.457,95.3925,0,0.194765909820837,0.0922727082548029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,,1,s408,,1,3,A,1500,0.5,0.5,,250,1.47581034580998,0.161241242845656,15.0115978533906,0.831395348837209,2.65357142857143,10.0364285714286,87.31,0,0.170617354977263,0.118936537729431,0,0,0,750,1.55441284402307,0.155943865595504,14.4262940018536,0.412790697674419,2.65357142857143,10.0364285714286,87.31,0,0.176464326063052,0.123836796205233,0,0,0,1500,1.64838281202893,0.0984838376005874,13.5701486443436,0.0755813953488372,1.1505,3.457,95.3925,0,0.209984638319882,0.0923513756138831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,,1,s409,,1,3,B,1500,0.5,0.5,,250,1.47581034580998,0.161241242845656,15.0115978533906,0.831395348837209,2.65357142857143,10.0364285714286,87.31,0,0.170617354977263,0.118936537729431,0,0,0,750,1.55441284402307,0.155943865595504,14.4262940018536,0.412790697674419,2.65357142857143,10.0364285714286,87.31,0,0.176464326063052,0.123836796205233,0,0,0,1500,1.64838281202893,0.0984838376005874,13.5701486443436,0.0755813953488372,1.1505,3.457,95.3925,0,0.209984638319882,0.0923513756138831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,,1,s410,,1,3,D,1500,0.5,0.5,,250,1.47581034580998,0.161241242845656,15.0115978533906,0.831395348837209,2.65357142857143,10.0364285714286,87.31,0,0.170617354977263,0.118936537729431,0,0,0,750,1.55441284402307,0.155943865595504,14.4262940018536,0.412790697674419,2.65357142857143,10.0364285714286,87.31,0,0.176464326063052,0.123836796205233,0,0,0,1500,1.64838281202893,0.0984838376005874,13.5701486443436,0.0755813953488372,1.1505,3.457,95.3925,0,0.209984638319882,0.0923513756138831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,,1,s411,,1,3,A,1500,0.5,0.5,,250,1.47581034580998,0.161241242845656,15.0115978533906,0.831395348837209,2.65357142857143,10.0364285714286,87.31,0,0.170617354977263,0.118936537729431,0,0,0,750,1.55441284402307,0.155943865595504,14.4262940018536,0.412790697674419,2.65357142857143,10.0364285714286,87.31,0,0.176464326063052,0.123836796205233,0,0,0,1500,1.64838281202893,0.0984838376005874,13.5701486443436,0.0755813953488372,1.1505,3.457,95.3925,0,0.209984638319882,0.0923513756138831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,,1,s412,,1,3,B,1500,0.5,0.5,,250,1.47581034580998,0.161241242845656,15.0115978533906,0.831395348837209,2.65357142857143,10.0364285714286,87.31,0,0.170617354977263,0.118936537729431,0,0,0,750,1.55441284402307,0.155943865595504,14.4262940018536,0.412790697674419,2.65357142857143,10.0364285714286,87.31,0,0.176464326063052,0.123836796205233,0,0,0,1500,1.64838281202893,0.0984838376005874,13.5701486443436,0.0755813953488372,1.1505,3.457,95.3925,0,0.209984638319882,0.0923513756138831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,,1,s413,,1,3,D,1500,0.5,0.5,,250,1.47581034580998,0.161241242845656,15.0115978533906,0.831395348837209,2.65357142857143,10.0364285714286,87.31,0,0.170617354977263,0.118936537729431,0,0,0,750,1.55441284402307,0.155943865595504,14.4262940018536,0.412790697674419,2.65357142857143,10.0364285714286,87.31,0,0.176464326063052,0.123836796205233,0,0,0,1500,1.64838281202893,0.0984838376005874,13.5701486443436,0.0755813953488372,1.1505,3.457,95.3925,0,0.209984638319882,0.0923513756138831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,,1,s414,,1,3,A,1500,0.5,0.5,,250,1.47581034580998,0.161241242845656,15.0115978533906,0.831395348837209,2.65357142857143,10.0364285714286,87.31,0,0.170617354977263,0.118936537729431,0,0,0,750,1.55441284402307,0.155943865595504,14.4262940018536,0.412790697674419,2.65357142857143,10.0364285714286,87.31,0,0.176464326063052,0.123836796205233,0,0,0,1500,1.64838281202893,0.0984838376005874,13.5701486443436,0.0755813953488372,1.1505,3.457,95.3925,0,0.209984638319882,0.0923513756138831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,,1,s415,,1,3,D,1500,0.5,0.5,,250,1.47581034580998,0.161241242845656,15.0115978533906,0.831395348837209,2.65357142857143,10.0364285714286,87.31,0,0.170617354977263,0.118936537729431,0,0,0,750,1.55441284402307,0.155943865595504,14.4262940018536,0.412790697674419,2.65357142857143,10.0364285714286,87.31,0,0.176464326063052,0.123836796205233,0,0,0,1500,1.64838281202893,0.0984838376005874,13.5701486443436,0.0755813953488372,1.1505,3.457,95.3925,0,0.209984638319882,0.0923513756138831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
